Drug1_ID,Drug2_ID,Level,Y,class
DB1121,DB0446,Moderate,1,37
DB1044,DB1394,Major,0,4
DB1037,DB0309,Moderate,1,1
DB0547,DB1319,Moderate,1,38
DB0920,DB1019,Moderate,1,5
DB0912,DB0159,Moderate,1,5
DB1366,DB0101,Minor,2,6
DB0276,DB1288,Moderate,1,35
DB1365,DB0055,Moderate,1,235
DB0589,DB0377,Moderate,1,5
DB1306,DB0654,Moderate,1,5
DB0630,DB0400,Moderate,1,1347
DB0616,DB1246,Major,0,25
DB0715,DB0014,Moderate,1,12
DB0075,DB0921,Major,0,5
DB0889,DB1064,Major,0,56
DB0014,DB0375,Major,0,125
DB0823,DB1025,Moderate,1,367
DB1317,DB0510,Minor,2,15
DB0613,DB0678,Major,0,6
DB1040,DB0375,Moderate,1,5
DB0923,DB1121,Moderate,1,3
DB0657,DB0097,Moderate,1,1
DB1547,DB0331,Moderate,1,2
DB0185,DB0063,Moderate,1,7
DB0973,DB0867,Moderate,1,12
DB1040,DB1376,Moderate,1,35
DB0452,DB0186,Moderate,1,137
DB0002,DB1381,Moderate,1,5
DB0286,DB0857,Major,0,6
DB1435,DB1401,Major,0,7
DB0543,DB0767,Moderate,1,5
DB0432,DB0273,Moderate,1,1
DB1317,DB0095,Moderate,1,1
DB0222,DB0048,Major,0,3
DB0848,DB1048,Major,0,1
DB0933,DB1164,Moderate,1,1
DB0985,DB0018,Major,0,15
DB1382,DB0405,Moderate,1,1
DB0944,DB0739,Moderate,1,8
DB1148,DB1255,Moderate,1,78
DB0986,DB1051,Moderate,1,17
DB1188,DB0547,Moderate,1,38
DB1554,DB0699,Moderate,1,5
DB0704,DB0051,Moderate,1,37
DB0029,DB0834,Moderate,1,7
DB1429,DB1394,Moderate,1,2
DB1197,DB1492,Moderate,1,56
DB0015,DB0287,Moderate,1,13
DB1376,DB1003,Major,0,35
DB0222,DB0121,Moderate,1,37
DB0558,DB1170,Moderate,1,5
DB1241,DB1419,Moderate,1,15
DB1536,DB1305,Moderate,1,56
DB0987,DB1327,Major,0,5
DB0477,DB0802,Major,0,1
DB0524,DB0267,Major,0,5
DB0285,DB1255,Moderate,1,7
DB0612,DB1086,Moderate,1,5
DB1436,DB1330,Moderate,1,16
DB0678,DB0511,Major,0,56
DB0166,DB0570,Moderate,1,12
DB1349,DB0698,Major,0,6
DB0326,DB0029,Moderate,1,7
DB0275,DB1275,Moderate,1,23
DB0950,DB1019,Moderate,1,5
DB0747,DB0522,Major,0,28
DB0916,DB0709,Moderate,1,45
DB0691,DB0181,Moderate,1,1347
DB0984,DB1168,Moderate,1,1
DB0890,DB0958,Moderate,1,5
DB0420,DB0657,Moderate,1,13
DB0282,DB0029,Major,0,67
DB1203,DB0512,Major,0,157
DB1102,DB0857,Major,0,46
DB1191,DB0168,Moderate,1,13478
DB1198,DB0091,Major,0,6
DB1192,DB0188,Moderate,1,14
DB0491,DB0400,Moderate,1,13478
DB0060,DB0517,Moderate,1,5
DB0264,DB0778,Moderate,1,5
DB1325,DB0505,Moderate,1,15
DB0460,DB0405,Minor,2,1
DB0920,DB1365,Moderate,1,235
DB0498,DB1503,Moderate,1,2
DB0910,DB1492,Moderate,1,15
DB1242,DB0187,Moderate,1,137
DB0957,DB1050,Moderate,1,57
DB1434,DB0914,Moderate,1,7
DB0010,DB1081,Moderate,1,1
DB0999,DB1171,Major,0,5
DB0888,DB0734,Major,0,8
DB0530,DB0030,Moderate,1,3
DB1272,DB0278,Moderate,1,7
DB1003,DB0724,Moderate,1,8
DB0905,DB0788,Major,0,5
DB0946,DB0720,Moderate,1,136
DB0794,DB0654,Moderate,1,5
DB0060,DB0418,Moderate,1,8
DB1019,DB0333,Major,0,58
DB0010,DB0170,Moderate,1,1
DB0527,DB1171,Moderate,1,5
DB1004,DB0125,Major,0,5
DB1478,DB1372,Moderate,1,5
DB1456,DB0691,Moderate,1,1347
DB1323,DB1526,Major,0,5
DB0333,DB1345,Major,0,58
DB0308,DB1353,Moderate,1,5
DB0514,DB1184,Moderate,1,127
DB0354,DB1301,Moderate,1,5
DB0570,DB0931,Major,0,18
DB0946,DB0624,Moderate,1,136
DB0176,DB0977,Moderate,1,5
DB1138,DB0725,Major,0,78
DB0191,DB0322,Moderate,1,7
DB0269,DB0605,Moderate,1,7
DB0267,DB1085,Major,0,5
DB1419,DB0176,Moderate,1,5
DB1231,DB1380,Moderate,1,5
DB0594,DB0626,Moderate,1,24
DB0830,DB0768,Moderate,1,5
DB1190,DB0755,Minor,2,13478
DB1275,DB0817,Moderate,1,2
DB0010,DB0434,Moderate,1,1
DB0664,DB1255,Moderate,1,137
DB0983,DB1398,Minor,2,5
DB1498,DB0660,Major,0,1
DB0641,DB0379,Moderate,1,8
DB1155,DB0215,Moderate,1,1
DB0646,DB0746,Moderate,1,12
DB0547,DB1250,Moderate,1,38
DB0069,DB0774,Minor,2,13
DB1536,DB1550,Moderate,1,57
DB0230,DB0074,Moderate,1,8
DB0186,DB0863,Moderate,1,1378
DB0368,DB0626,Moderate,1,23
DB0309,DB1008,Major,0,15
DB0574,DB0379,Major,0,8
DB0402,DB0373,Moderate,1,1347
DB0647,DB0626,Moderate,1,25
DB1300,DB1064,Major,0,5
DB1211,DB0684,Moderate,1,5
DB1056,DB1200,Moderate,1,1
DB1278,DB0876,Moderate,1,1278
DB1190,DB1019,Moderate,1,134578
DB0297,DB0734,Major,0,8
DB0303,DB0972,Minor,2,5
DB0691,DB0660,Moderate,1,1347
DB1478,DB0159,Moderate,1,5
DB0846,DB0774,Minor,2,37
DB0429,DB0505,Major,0,5
DB0404,DB0477,Moderate,1,17
DB1005,DB1341,Moderate,1,8
DB1466,DB0168,Moderate,1,35
DB0656,DB0793,Moderate,1,15
DB1162,DB1403,Major,0,5
DB1434,DB0547,Moderate,1,38
DB0759,DB0078,Moderate,1,3
DB0700,DB0946,Minor,2,136
DB0713,DB0400,Moderate,1,13457
DB0278,DB1337,Major,0,7
DB1005,DB0499,Moderate,1,1
DB1458,DB0221,Moderate,1,5
DB0388,DB0866,Moderate,1,138
DB1029,DB0547,Minor,2,38
DB1219,DB0701,Moderate,1,1
DB1210,DB0848,Moderate,1,1378
DB1019,DB1039,Moderate,1,5
DB0470,DB0322,Moderate,1,37
DB0160,DB0285,Moderate,1,7
DB1346,DB0367,Minor,2,15
DB0313,DB0414,Moderate,1,1
DB0946,DB1247,Minor,2,136
DB1513,DB0154,Moderate,1,2
DB1140,DB1307,Moderate,1,7
DB0335,DB0931,Major,0,78
DB0715,DB1134,Moderate,1,8
DB0982,DB0088,Major,0,1
DB0983,DB0827,Moderate,1,1
DB1063,DB0767,Major,0,45
DB0170,DB1534,Moderate,1,5
DB0892,DB1178,Moderate,1,78
DB0196,DB1098,Moderate,1,4
DB0973,DB0400,Moderate,1,1347
DB0170,DB0499,Moderate,1,1
DB0446,DB1244,Moderate,1,37
DB0309,DB0921,Moderate,1,1
DB0783,DB1060,Moderate,1,1
DB0647,DB1300,Moderate,1,5
DB1470,DB0793,Major,0,13457
DB0670,DB0091,Moderate,1,36
DB0290,DB1145,Moderate,1,1
DB1302,DB0619,Moderate,1,1
DB1280,DB0125,Moderate,1,57
DB1145,DB1073,Moderate,1,7
DB1436,DB1122,Moderate,1,16
DB0994,DB0360,Minor,2,1
DB0185,DB1228,Moderate,1,7
DB0704,DB1023,Moderate,1,57
DB1447,DB1199,Moderate,1,1
DB1280,DB0221,Moderate,1,7
DB0271,DB0155,Minor,2,5
DB1401,DB0863,Major,0,78
DB0311,DB1428,Moderate,1,37
DB1091,DB0014,Moderate,1,12
DB1094,DB1122,Major,0,1
DB1485,DB0326,Moderate,1,7
DB0110,DB1525,Moderate,1,5
DB0378,DB1357,Moderate,1,58
DB0971,DB0654,Major,0,5
DB0299,DB0208,Minor,2,1
DB1302,DB0626,Moderate,1,12
DB0774,DB1023,Moderate,1,35
DB0308,DB0675,Major,0,5
DB0035,DB1211,Moderate,1,1
DB1527,DB0112,Moderate,1,7
DB0945,DB0282,Minor,2,6
DB0657,DB1364,Moderate,1,1
DB1206,DB0501,Moderate,1,1
DB1091,DB0770,Moderate,1,1
DB1252,DB1468,Moderate,1,1347
DB0754,DB0035,Moderate,1,1
DB0630,DB0770,Major,0,1
DB1376,DB1197,Moderate,1,356
DB0151,DB0186,Moderate,1,137
DB1529,DB1441,Moderate,1,2
DB0508,DB1415,Moderate,1,8
DB0311,DB0279,Moderate,1,37
DB0694,DB0731,Moderate,1,8
DB0354,DB1026,Moderate,1,15
DB0061,DB0014,Moderate,1,12
DB0624,DB1326,Major,0,5
DB0299,DB0005,Moderate,1,15
DB1079,DB0524,Major,0,7
DB0695,DB1212,Moderate,1,1
DB1475,DB0767,Major,0,56
DB0617,DB1548,Moderate,1,7
DB1455,DB0708,Moderate,1,5
DB0650,DB0210,Moderate,1,1
DB0717,DB0609,Minor,2,37
DB0427,DB0774,Moderate,1,3
DB0227,DB1506,Moderate,1,7
DB0596,DB0333,Moderate,1,78
DB0084,DB0400,Moderate,1,1347
DB1251,DB0014,Moderate,1,12
DB1026,DB0420,Moderate,1,13
DB0006,DB1206,Moderate,1,1
DB1001,DB0626,Moderate,1,12
DB1198,DB0322,Moderate,1,7
DB0651,DB0737,Major,0,38
DB1076,DB1064,Moderate,1,5
DB0835,DB1449,Moderate,1,18
DB0842,DB1022,Moderate,1,5
DB1436,DB0078,Moderate,1,16
DB0268,DB0510,Moderate,1,5
DB0311,DB1144,Moderate,1,37
DB1396,DB0699,Moderate,1,5
DB0112,DB0227,Moderate,1,7
DB1483,DB0901,Moderate,1,37
DB0337,DB0079,Moderate,1,57
DB0928,DB0029,Moderate,1,57
DB1258,DB0863,Moderate,1,8
DB0592,DB1326,Major,0,5
DB1190,DB0720,Moderate,1,13478
DB1468,DB1155,Moderate,1,1347
DB1493,DB0604,Minor,2,13
DB0329,DB0448,Moderate,1,1
DB1490,DB1408,Moderate,1,37
DB0618,DB1047,Major,0,5
DB1487,DB1280,Moderate,1,67
DB0311,DB0896,Moderate,1,37
DB0743,DB1178,Major,0,78
DB0777,DB1185,Moderate,1,2
DB0581,DB0358,Moderate,1,5
DB0876,DB1115,Moderate,1,1278
DB1084,DB0928,Moderate,1,35
DB0430,DB0398,Major,0,1
DB0530,DB0003,Moderate,1,35
DB0985,DB0787,Moderate,1,58
DB0608,DB1349,Major,0,5
DB1457,DB0282,Major,0,56
DB0441,DB0519,Moderate,1,2
DB0424,DB0985,Moderate,1,5
DB0558,DB0440,Moderate,1,5
DB0010,DB0559,Moderate,1,1
DB1160,DB0609,Minor,2,37
DB1210,DB0090,Major,0,3578
DB1339,DB1023,Moderate,1,5
DB1493,DB1471,Minor,2,1347
DB0827,DB0318,Minor,2,13
DB1090,DB0004,Moderate,1,15
DB0913,DB1156,Moderate,1,1
DB1547,DB0001,Moderate,1,2
DB0436,DB0916,Moderate,1,4
DB1055,DB0070,Moderate,1,1
DB1465,DB0520,Moderate,1,2
DB0691,DB0367,Moderate,1,1347
DB0337,DB0469,Moderate,1,37
DB1094,DB1165,Moderate,1,1
DB1056,DB0796,Moderate,1,15
DB0744,DB1008,Moderate,1,5
DB0656,DB0470,Moderate,1,13
DB1458,DB0334,Moderate,1,5
DB1425,DB0868,Moderate,1,12
DB1465,DB0760,Moderate,1,2
DB0979,DB0793,Moderate,1,57
DB1402,DB0601,Major,0,7
DB0558,DB1436,Moderate,1,156
DB0178,DB0802,Moderate,1,3
DB0264,DB0186,Moderate,1,1357
DB0405,DB0834,Major,0,1
DB0710,DB0859,Moderate,1,5
DB0746,DB1476,Moderate,1,12
DB0759,DB0963,Major,0,13
DB0811,DB1374,Moderate,1,7
DB0702,DB0747,Moderate,1,28
DB0431,DB1190,Moderate,1,134578
DB1210,DB0727,Moderate,1,378
DB1384,DB1064,Moderate,1,5
DB1543,DB0529,Moderate,1,15
DB1422,DB1288,Moderate,1,356
DB0883,DB1210,Moderate,1,378
DB0418,DB0029,Moderate,1,78
DB1210,DB0390,Moderate,1,378
DB0950,DB0192,Major,0,1
DB0311,DB0820,Moderate,1,37
DB1376,DB0059,Major,0,35
DB1537,DB0380,Major,0,58
DB0469,DB0046,Moderate,1,3
DB1401,DB0089,Moderate,1,7
DB0418,DB0624,Moderate,1,8
DB1497,DB0774,Moderate,1,13
DB0983,DB0458,Major,0,1
DB0983,DB1556,Moderate,1,1
DB1547,DB1052,Minor,2,12
DB0426,DB1154,Moderate,1,1
DB1470,DB0491,Moderate,1,13478
DB0081,DB0472,Moderate,1,5
DB1259,DB0504,Moderate,1,5
DB0776,DB0547,Moderate,1,38
DB1090,DB0990,Moderate,1,1
DB1090,DB1232,Moderate,1,16
DB0666,DB1156,Moderate,1,15
DB0719,DB0527,Moderate,1,5
DB0587,DB1093,Major,0,5
DB0632,DB0472,Moderate,1,58
DB0904,DB1370,Moderate,1,1
DB0264,DB1259,Moderate,1,5
DB0935,DB0901,Moderate,1,37
DB0712,DB0074,Moderate,1,28
DB0515,DB0755,Moderate,1,127
DB1468,DB1136,Moderate,1,1347
DB0583,DB1524,Minor,2,1
DB0713,DB0219,Minor,2,5
DB0855,DB1326,Major,0,57
DB1232,DB1102,Major,0,46
DB0014,DB0154,Major,0,12
DB0590,DB0549,Moderate,1,35
DB0958,DB1475,Major,0,6
DB0691,DB1531,Major,0,1347
DB0149,DB1558,Minor,2,1347
DB0896,DB0074,Moderate,1,8
DB1175,DB0586,Major,0,12
DB1038,DB0176,Major,0,5
DB0084,DB0767,Major,0,15
DB0473,DB0004,Moderate,1,5
DB1346,DB0170,Moderate,1,5
DB1391,DB1403,Moderate,1,5
DB1219,DB0767,Major,0,5
DB1449,DB0560,Moderate,1,158
DB0329,DB0942,Moderate,1,1
DB1527,DB0931,Major,0,8
DB0308,DB1288,Major,0,5
DB1535,DB0089,Minor,2,5
DB1473,DB1047,Moderate,1,5
DB0473,DB0755,Moderate,1,57
DB0186,DB0804,Moderate,1,137
DB1497,DB0102,Moderate,1,1
DB0990,DB0322,Moderate,1,7
DB1224,DB0594,Moderate,1,4
DB0175,DB1116,Moderate,1,7
DB1103,DB0136,Major,0,5
DB1199,DB1309,Moderate,1,2
DB1215,DB0690,Moderate,1,7
DB0631,DB0040,Minor,2,1
DB0873,DB1045,Moderate,1,1238
DB1560,DB1210,Major,0,378
DB0330,DB0510,Moderate,1,135
DB0749,DB0513,Moderate,1,17
DB1191,DB1501,Moderate,1,13478
DB0400,DB0541,Moderate,1,1347
DB0517,DB0146,Major,0,5
DB0112,DB0446,Moderate,1,37
DB1148,DB1210,Moderate,1,378
DB1219,DB0710,Moderate,1,5
DB0171,DB0863,Major,0,58
DB0918,DB1491,Moderate,1,7
DB1302,DB1010,Moderate,1,1
DB1437,DB0453,Moderate,1,56
DB1468,DB0657,Moderate,1,1347
DB0191,DB0755,Moderate,1,7
DB0663,DB1343,Moderate,1,137
DB1285,DB1204,Moderate,1,1
DB1539,DB1315,Moderate,1,1378
DB1203,DB1050,Moderate,1,57
DB1346,DB0379,Moderate,1,58
DB0713,DB0186,Moderate,1,1357
DB0910,DB0711,Moderate,1,1
DB0782,DB1331,Minor,2,12
DB0823,DB0935,Minor,2,37
DB0029,DB0837,Moderate,1,17
DB1219,DB1376,Moderate,1,35
DB0691,DB0090,Major,0,13457
DB0876,DB0821,Moderate,1,1278
DB0754,DB1170,Moderate,1,5
DB0701,DB0690,Moderate,1,17
DB1229,DB0578,Moderate,1,2
DB1478,DB1296,Moderate,1,7
DB1110,DB1102,Major,0,46
DB0527,DB0871,Moderate,1,15
DB1468,DB0943,Moderate,1,1347
DB0936,DB0661,Moderate,1,134
DB1534,DB0364,Moderate,1,5
DB0876,DB0047,Moderate,1,1278
DB0186,DB0906,Moderate,1,137
DB1216,DB0047,Moderate,1,8
DB0275,DB0812,Moderate,1,3
DB0991,DB0147,Moderate,1,1
DB0287,DB1135,Moderate,1,1
DB0742,DB1061,Minor,2,7
DB1465,DB1136,Moderate,1,2
DB0868,DB1311,Moderate,1,12
DB0330,DB0678,Major,0,136
DB0096,DB0653,Moderate,1,57
DB0897,DB0501,Moderate,1,1
DB0622,DB0866,Minor,2,18
DB1309,DB0626,Moderate,1,2
DB1476,DB0213,Moderate,1,13
DB0098,DB0186,Moderate,1,137
DB0965,DB1468,Moderate,1,1347
DB0744,DB1357,Moderate,1,58
DB1470,DB0161,Moderate,1,1347
DB0517,DB0710,Moderate,1,5
DB1468,DB1349,Major,0,1347
DB0411,DB0848,Major,0,17
DB0717,DB0399,Moderate,1,7
DB1049,DB0014,Moderate,1,12
DB1197,DB1095,Major,0,16
DB0039,DB1507,Major,0,5
DB0984,DB1085,Major,0,5
DB0170,DB1466,Moderate,1,35
DB0461,DB0755,Moderate,1,7
DB1215,DB0383,Moderate,1,5
DB0354,DB1259,Major,0,5
DB0492,DB1345,Major,0,5
DB0388,DB1169,Minor,2,3
DB0287,DB0848,Moderate,1,1
DB1346,DB0822,Moderate,1,45
DB0519,DB0030,Moderate,1,2
DB0010,DB0217,Moderate,1,1
DB0470,DB1408,Moderate,1,3
DB0205,DB1098,Major,0,134
DB0118,DB0994,Minor,2,1
DB1536,DB1298,Major,0,58
DB1355,DB1500,Major,0,1
DB0303,DB0788,Moderate,1,5
DB0550,DB0996,Moderate,1,1
DB0309,DB0684,Moderate,1,15
DB0782,DB0936,Moderate,1,134
DB0857,DB0868,Moderate,1,126
DB0337,DB1485,Moderate,1,7
DB0346,DB0627,Major,0,5
DB0337,DB1531,Moderate,1,7
DB0594,DB0181,Moderate,1,4
DB1535,DB0364,Moderate,1,5
DB0437,DB1127,Moderate,1,7
DB1231,DB0176,Moderate,1,5
DB0793,DB1514,Moderate,1,5
DB0193,DB0789,Moderate,1,5
DB1026,DB0058,Moderate,1,1
DB1285,DB1210,Moderate,1,1378
DB0482,DB1418,Moderate,1,7
DB0153,DB0192,Major,0,1
DB0920,DB0484,Moderate,1,5
DB0801,DB1300,Major,0,5
DB1478,DB1251,Moderate,1,1
DB0195,DB0439,Moderate,1,1
DB0558,DB0497,Moderate,1,15
DB0936,DB1149,Moderate,1,134
DB1470,DB1313,Moderate,1,1347
DB0530,DB0626,Moderate,1,23
DB0764,DB0505,Major,0,5
DB1562,DB1085,Moderate,1,5
DB1446,DB0862,Major,0,5
DB0835,DB0400,Moderate,1,1347
DB0400,DB0655,Moderate,1,1347
DB0078,DB1262,Moderate,1,13
DB1461,DB0594,Moderate,1,4
DB0827,DB0294,Moderate,1,1
DB0754,DB1313,Moderate,1,1
DB1459,DB0678,Major,0,6
DB0208,DB0915,Moderate,1,1
DB0308,DB1171,Major,0,5
DB0400,DB1280,Moderate,1,1347
DB0320,DB0606,Moderate,1,57
DB0306,DB0337,Moderate,1,7
DB1376,DB1210,Moderate,1,3578
DB0068,DB0689,Moderate,1,1
DB1204,DB0375,Moderate,1,5
DB0346,DB0372,Minor,2,5
DB0517,DB1352,Moderate,1,15
DB0644,DB0003,Moderate,1,5
DB1090,DB0844,Moderate,1,1
DB0920,DB1012,Moderate,1,5
DB0335,DB0809,Moderate,1,7
DB0196,DB1251,Moderate,1,1
DB1423,DB0283,Moderate,1,7
DB0868,DB0767,Moderate,1,125
DB0196,DB0946,Moderate,1,136
DB1283,DB0477,Moderate,1,1
DB0377,DB1017,Moderate,1,5
DB0527,DB1248,Moderate,1,5
DB1401,DB0399,Moderate,1,7
DB0084,DB0626,Moderate,1,12
DB1366,DB0774,Minor,2,3
DB0222,DB0400,Moderate,1,1347
DB0300,DB1494,Moderate,1,4
DB0332,DB1317,Moderate,1,1
DB0985,DB0579,Minor,2,5
DB0700,DB0472,Moderate,1,5
DB0439,DB1169,Moderate,1,1
DB0300,DB0405,Moderate,1,14
DB1078,DB0817,Moderate,1,7
DB1421,DB0691,Moderate,1,1347
DB0469,DB0499,Moderate,1,13
DB1554,DB0111,Moderate,1,5
DB0514,DB0430,Moderate,1,127
DB0321,DB1160,Moderate,1,7
DB0188,DB0501,Moderate,1,1
DB1401,DB1316,Moderate,1,7
DB1204,DB0017,Moderate,1,7
DB0514,DB1203,Moderate,1,1257
DB0527,DB1453,Moderate,1,5
DB0657,DB0872,Moderate,1,1
DB1519,DB0095,Major,0,5
DB0832,DB0837,Moderate,1,1
DB0337,DB0848,Moderate,1,17
DB0169,DB1298,Major,0,58
DB0288,DB1190,Moderate,1,13478
DB1554,DB1004,Moderate,1,5
DB0135,DB0349,Moderate,1,7
DB1419,DB1390,Moderate,1,5
DB0590,DB1272,Moderate,1,3
DB0014,DB1553,Major,0,12
DB1359,DB0436,Moderate,1,1
DB1435,DB0738,Moderate,1,8
DB0569,DB0585,Moderate,1,5
DB0151,DB0691,Moderate,1,1347
DB0400,DB0372,Major,0,13457
DB0670,DB0455,Moderate,1,35
DB0177,DB1289,Moderate,1,3
DB1325,DB1170,Moderate,1,15
DB0590,DB0782,Moderate,1,13
DB0282,DB1311,Major,0,6
DB1528,DB0216,Moderate,1,1
DB1138,DB0586,Moderate,1,7
DB1065,DB0267,Moderate,1,5
DB1453,DB0653,Moderate,1,5
DB0330,DB1093,Moderate,1,135
DB0563,DB0781,Moderate,1,1
DB1425,DB1210,Major,0,378
DB0271,DB1326,Major,0,5
DB0084,DB0936,Moderate,1,134
DB0269,DB0273,Moderate,1,7
DB0981,DB0405,Moderate,1,1
DB0904,DB0884,Moderate,1,1
DB1370,DB0691,Moderate,1,1347
DB0613,DB0133,Moderate,1,5
DB0337,DB0794,Major,0,7
DB0388,DB0209,Moderate,1,123
DB0096,DB1311,Major,0,7
DB0142,DB1296,Moderate,1,7
DB0922,DB0469,Major,0,3
DB1190,DB0804,Moderate,1,13478
DB0702,DB1415,Moderate,1,8
DB1398,DB0698,Moderate,1,56
DB0264,DB0754,Moderate,1,5
DB0069,DB0913,Moderate,1,1
DB1258,DB1446,Moderate,1,5
DB1190,DB0030,Moderate,1,13478
DB0852,DB0376,Moderate,1,5
DB1490,DB1564,Major,0,37
DB0669,DB0320,Minor,2,5
DB0282,DB1403,Moderate,1,56
DB0971,DB0767,Major,0,5
DB0118,DB0473,Moderate,1,5
DB1468,DB0573,Moderate,1,1347
DB0476,DB0355,Moderate,1,7
DB0691,DB1155,Moderate,1,1347
DB0171,DB1288,Moderate,1,5
DB1058,DB0056,Moderate,1,7
DB1470,DB0287,Moderate,1,1347
DB1441,DB0292,Moderate,1,2
DB1294,DB0406,Minor,2,13
DB0469,DB0539,Minor,2,35
DB0420,DB1164,Moderate,1,3
DB1118,DB1020,Moderate,1,5
DB1192,DB0842,Moderate,1,14
DB0157,DB0161,Moderate,1,15
DB0910,DB0223,Moderate,1,1
DB0303,DB0194,Minor,2,5
DB1488,DB0710,Moderate,1,5
DB0355,DB0547,Moderate,1,378
DB0662,DB0484,Moderate,1,1
DB0691,DB1257,Moderate,1,13457
DB1002,DB0926,Moderate,1,1
DB0513,DB0725,Major,0,178
DB1458,DB1446,Major,0,5
DB1192,DB0619,Moderate,1,14
DB0923,DB0358,Moderate,1,35
DB0330,DB0334,Moderate,1,135
DB0996,DB1400,Moderate,1,13
DB0089,DB0171,Moderate,1,5
DB0453,DB1551,Moderate,1,6
DB0825,DB0756,Moderate,1,37
DB0884,DB0298,Moderate,1,2
DB0647,DB0337,Moderate,1,57
DB0831,DB0514,Moderate,1,1247
DB0788,DB0003,Moderate,1,5
DB1273,DB1475,Moderate,1,6
DB0535,DB0328,Major,0,12
DB0476,DB1512,Moderate,1,7
DB1476,DB0211,Moderate,1,1
DB0646,DB1102,Major,0,4
DB1327,DB1355,Major,0,15
DB0186,DB1557,Minor,2,1237
DB1293,DB0171,Moderate,1,57
DB0355,DB0183,Moderate,1,7
DB0666,DB0309,Moderate,1,15
DB1431,DB0133,Moderate,1,25
DB0527,DB0379,Moderate,1,58
DB0084,DB1190,Moderate,1,13478
DB1491,DB0641,Moderate,1,7
DB1554,DB1455,Moderate,1,5
DB1293,DB0309,Moderate,1,17
DB0303,DB1210,Moderate,1,378
DB0652,DB1157,Moderate,1,3
DB0354,DB0537,Moderate,1,5
DB0669,DB0375,Major,0,5
DB0088,DB0788,Moderate,1,5
DB0405,DB0218,Moderate,1,12
DB0354,DB0560,Major,0,5
DB1306,DB0056,Moderate,1,7
DB1509,DB0661,Moderate,1,123
DB0788,DB0583,Minor,2,15
DB0514,DB1228,Moderate,1,127
DB1465,DB0405,Moderate,1,12
DB1365,DB0559,Moderate,1,23
DB0376,DB1281,Moderate,1,15
DB0400,DB0265,Moderate,1,1347
DB0412,DB0678,Major,0,6
DB0920,DB0493,Moderate,1,45
DB0122,DB0311,Moderate,1,37
DB0285,DB0563,Moderate,1,7
DB0015,DB1301,Major,0,3
DB0195,DB0473,Moderate,1,5
DB0928,DB1477,Moderate,1,35
DB1155,DB0725,Major,0,8
DB0797,DB0036,Moderate,1,5
DB0169,DB0624,Major,0,5
DB0569,DB1380,Moderate,1,5
DB0691,DB1313,Moderate,1,1347
DB0968,DB1532,Moderate,1,7
DB0275,DB0137,Moderate,1,36
DB0177,DB0931,Moderate,1,38
DB0846,DB0748,Moderate,1,7
DB0582,DB0511,Moderate,1,57
DB1463,DB0663,Minor,2,137
DB0884,DB0703,Major,0,5
DB0379,DB1458,Moderate,1,58
DB0970,DB0713,Moderate,1,5
DB1443,DB0653,Moderate,1,5
DB0303,DB0304,Major,0,1
DB1360,DB1047,Moderate,1,5
DB1499,DB0355,Moderate,1,7
DB1030,DB0986,Moderate,1,1
DB0914,DB0866,Minor,2,178
DB0155,DB0623,Minor,2,5
DB1372,DB0789,Moderate,1,5
DB1465,DB1297,Moderate,1,2
DB0028,DB0653,Moderate,1,5
DB1419,DB1087,Major,0,5
DB0953,DB0136,Moderate,1,13
DB0325,DB0585,Major,0,5
DB0537,DB0228,Major,0,5
DB0819,DB0504,Moderate,1,5
DB0710,DB0325,Moderate,1,5
DB1437,DB0420,Moderate,1,35
DB1285,DB0624,Moderate,1,1
DB0326,DB0626,Moderate,1,2
DB1134,DB0191,Moderate,1,8
DB0505,DB0781,Moderate,1,15
DB0045,DB0827,Minor,2,13
DB0831,DB1221,Moderate,1,47
DB0482,DB0333,Moderate,1,8
DB0884,DB0080,Major,0,2
DB0146,DB0957,Major,0,5
DB1348,DB0704,Moderate,1,7
DB1211,DB0505,Moderate,1,5
DB1375,DB0056,Moderate,1,7
DB0332,DB0497,Moderate,1,1
DB0558,DB0168,Moderate,1,5
DB1127,DB0399,Moderate,1,7
DB0552,DB0469,Moderate,1,3
DB0912,DB0957,Major,0,5
DB0712,DB0047,Moderate,1,28
DB0912,DB0418,Moderate,1,8
DB0873,DB0380,Moderate,1,1238
DB0835,DB1173,Major,0,2
DB1519,DB1257,Major,0,5
DB0601,DB1160,Moderate,1,7
DB1528,DB0690,Major,0,7
DB1190,DB1559,Minor,2,13478
DB1058,DB1475,Moderate,1,67
DB0848,DB0858,Moderate,1,1
DB0002,DB0458,Major,0,15
DB0920,DB0698,Minor,2,56
DB0944,DB1449,Moderate,1,18
DB0889,DB1376,Moderate,1,356
DB0452,DB0383,Major,0,5
DB1396,DB0793,Major,0,5
DB0890,DB1392,Moderate,1,5
DB0520,DB0029,Moderate,1,7
DB0193,DB1376,Moderate,1,35
DB0027,DB0914,Moderate,1,7
DB0611,DB1313,Minor,2,137
DB0985,DB1165,Moderate,1,5
DB0192,DB0849,Moderate,1,15
DB1273,DB1519,Major,0,5
DB0981,DB0411,Moderate,1,17
DB0149,DB0574,Moderate,1,1347
DB0158,DB0215,Major,0,1
DB1167,DB1085,Major,0,5
DB0135,DB1491,Moderate,1,7
DB0936,DB1289,Moderate,1,34
DB1296,DB0953,Moderate,1,137
DB1076,DB0426,Moderate,1,1
DB0582,DB0201,Moderate,1,57
DB0535,DB1185,Minor,2,12
