Drug1_ID,Drug2_ID,Level,Y,class
DB1470,DB1313,Moderate,1,1347
DB0622,DB0827,Moderate,1,1
DB0946,DB0774,Minor,2,136
DB1190,DB0930,Moderate,1,13478
DB1509,DB0529,Moderate,1,123
DB1402,DB0412,Moderate,1,7
DB1175,DB1212,Major,0,12
DB0187,DB0267,Moderate,1,1357
DB1110,DB0392,Moderate,1,6
DB0099,DB1458,Moderate,1,5
DB0656,DB0402,Minor,2,1347
DB0355,DB1148,Moderate,1,78
DB0473,DB0478,Major,0,5
DB0830,DB1446,Major,0,5
DB1296,DB1548,Moderate,1,7
DB0996,DB0626,Moderate,1,12
DB0889,DB1376,Moderate,1,356
DB0469,DB1475,Moderate,1,36
DB0603,DB0567,Moderate,1,5
DB1008,DB0159,Moderate,1,5
DB0009,DB0400,Moderate,1,1347
DB1164,DB1257,Major,0,5
DB1367,DB0510,Moderate,1,15
DB1221,DB1273,Moderate,1,7
DB1221,DB0817,Moderate,1,7
DB0750,DB0514,Moderate,1,127
DB0666,DB1401,Moderate,1,57
DB0112,DB0016,Moderate,1,7
DB0698,DB1282,Major,0,56
DB1425,DB0663,Moderate,1,137
DB0910,DB1206,Moderate,1,1
DB0304,DB1300,Major,0,1
DB1105,DB1241,Moderate,1,15
DB0575,DB0926,Moderate,1,1
DB0275,DB1170,Moderate,1,35
DB1483,DB0986,Moderate,1,1
DB0959,DB1349,Moderate,1,1
DB0965,DB0856,Moderate,1,3
DB0953,DB1088,Moderate,1,135
DB0981,DB0926,Moderate,1,1
DB1209,DB0446,Moderate,1,37
DB0932,DB0388,Moderate,1,3
DB0050,DB1129,Moderate,1,1
DB0264,DB1314,Moderate,1,5
DB0802,DB1019,Major,0,5
DB0890,DB0827,Moderate,1,15
DB0825,DB1379,Moderate,1,367
DB1275,DB1301,Moderate,1,2
DB1190,DB0943,Moderate,1,13478
DB1303,DB0085,Moderate,1,1
DB1471,DB0287,Minor,2,1347
DB1402,DB0953,Major,0,137
DB1499,DB1317,Major,0,1
DB0333,DB0849,Major,0,58
DB0613,DB1449,Moderate,1,18
DB1490,DB1151,Moderate,1,37
DB1254,DB0842,Minor,2,3
DB0337,DB0935,Major,0,7
DB0218,DB1246,Major,0,25
DB0803,DB0585,Major,0,56
DB0823,DB1288,Moderate,1,357
DB0476,DB1506,Moderate,1,7
DB0155,DB0713,Minor,2,5
DB1136,DB1449,Moderate,1,18
DB0570,DB1058,Moderate,1,17
DB0723,DB1403,Major,0,5
DB0311,DB1238,Moderate,1,37
DB1402,DB0484,Moderate,1,7
DB0517,DB1532,Moderate,1,57
DB0195,DB0227,Moderate,1,7
DB1198,DB0768,Moderate,1,5
DB1175,DB0278,Major,0,127
DB0060,DB0511,Moderate,1,5
DB0477,DB0536,Moderate,1,1
DB0124,DB0828,Moderate,1,1
DB1527,DB1050,Moderate,1,7
DB1454,DB0178,Moderate,1,3
DB0069,DB0090,Major,0,15
DB0587,DB0796,Moderate,1,5
DB0446,DB0567,Moderate,1,357
DB0886,DB1136,Moderate,1,5
DB0698,DB1458,Moderate,1,56
DB0382,DB0781,Moderate,1,14
DB1285,DB1478,Moderate,1,1
DB0754,DB0497,Moderate,1,1
DB1005,DB0402,Moderate,1,1347
DB0298,DB0161,Moderate,1,12
DB0996,DB0977,Moderate,1,1
DB1368,DB0056,Minor,2,7
DB0590,DB0455,Moderate,1,35
DB0667,DB1533,Major,0,1
DB1457,DB1340,Major,0,15
DB1450,DB0901,Moderate,1,37
DB0317,DB1490,Moderate,1,37
DB1421,DB1259,Moderate,1,7
DB1021,DB0210,Moderate,1,1
DB1351,DB0547,Moderate,1,38
DB0124,DB1397,Moderate,1,15
DB0010,DB0282,Moderate,1,16
DB1346,DB0510,Moderate,1,5
DB0624,DB0765,Major,0,7
DB0302,DB0034,Moderate,1,1
DB0197,DB1317,Moderate,1,1
DB0745,DB0754,Moderate,1,5
DB1349,DB0869,Moderate,1,1
DB0341,DB0333,Major,0,8
DB1258,DB0660,Moderate,1,1
DB0283,DB0029,Moderate,1,7
DB0715,DB0458,Major,0,1
DB0149,DB0007,Moderate,1,1347
DB0430,DB0512,Moderate,1,17
DB0971,DB1503,Major,0,5
DB0774,DB0560,Major,0,35
DB1252,DB0656,Moderate,1,1
DB0889,DB0957,Moderate,1,56
DB0029,DB0501,Moderate,1,17
DB1537,DB0194,Moderate,1,5
DB0590,DB0717,Moderate,1,37
DB0425,DB1208,Moderate,1,26
DB0912,DB0813,Major,0,1
DB0400,DB1008,Major,0,13457
DB1274,DB1449,Moderate,1,18
DB0151,DB0690,Moderate,1,7
DB0829,DB0879,Moderate,1,16
DB0765,DB0859,Moderate,1,7
DB0064,DB0667,Major,0,1
DB0824,DB0008,Moderate,1,37
DB0970,DB0902,Moderate,1,57
DB0968,DB1058,Moderate,1,7
DB0656,DB1492,Moderate,1,15
DB1051,DB1003,Moderate,1,7
DB1204,DB0411,Moderate,1,7
DB0207,DB0385,Moderate,1,18
DB0286,DB1506,Moderate,1,7
DB0354,DB0084,Moderate,1,15
DB0072,DB0187,Moderate,1,137
DB0715,DB1438,Moderate,1,7
DB1056,DB1019,Major,0,15
DB0149,DB0451,Moderate,1,1347
DB1463,DB0185,Moderate,1,7
DB0386,DB0309,Moderate,1,1
DB0982,DB1121,Major,0,1
DB1017,DB0400,Moderate,1,1347
DB0512,DB0435,Moderate,1,17
DB0187,DB0267,Moderate,1,1357
DB1210,DB0698,Major,0,3678
DB1098,DB0727,Moderate,1,48
DB0265,DB0765,Moderate,1,7
DB0427,DB0014,Moderate,1,12
DB1246,DB1248,Moderate,1,5
DB0185,DB0990,Moderate,1,7
DB1285,DB0514,Moderate,1,127
DB0670,DB0108,Moderate,1,3
DB1421,DB0608,Moderate,1,57
DB0023,DB1386,Moderate,1,6
DB0045,DB0217,Minor,2,13
DB1455,DB1235,Moderate,1,5
DB1170,DB1507,Major,0,5
DB0098,DB0663,Moderate,1,137
DB0064,DB0931,Major,0,8
DB1443,DB1532,Moderate,1,7
DB1134,DB0470,Moderate,1,38
DB0813,DB1328,Moderate,1,1
DB0663,DB0491,Moderate,1,1378
DB0508,DB0690,Moderate,1,7
DB0517,DB0021,Moderate,1,5
DB0169,DB0451,Moderate,1,5
DB1275,DB0358,Moderate,1,25
DB1148,DB0926,Moderate,1,18
DB0430,DB1156,Moderate,1,1
DB0974,DB0703,Minor,2,5
DB0151,DB0284,Moderate,1,3
DB1470,DB1136,Moderate,1,1347
DB0600,DB1326,Major,0,5
DB0776,DB1317,Moderate,1,1
DB1528,DB0738,Moderate,1,8
DB0275,DB1426,Moderate,1,35
DB1468,DB0181,Moderate,1,1347
DB0574,DB1470,Moderate,1,1347
DB0526,DB1170,Moderate,1,5
DB0666,DB0871,Moderate,1,15
DB1046,DB0514,Moderate,1,127
DB0709,DB0333,Moderate,1,58
DB1162,DB0703,Major,0,5
DB1046,DB0383,Moderate,1,5
DB1429,DB0005,Major,0,25
DB1221,DB0960,Moderate,1,7
DB0996,DB1466,Moderate,1,135
DB1280,DB0511,Moderate,1,57
DB0254,DB1149,Moderate,1,1
DB0268,DB0567,Moderate,1,5
DB0299,DB1105,Moderate,1,15
DB1372,DB0662,Moderate,1,15
DB0761,DB1326,Major,0,5
DB1197,DB0526,Moderate,1,56
DB0458,DB1340,Major,0,1
DB0921,DB0501,Moderate,1,1
DB0503,DB0400,Moderate,1,1347
DB0517,DB0015,Moderate,1,35
DB0999,DB0406,Moderate,1,1
DB0309,DB0581,Major,0,1
DB1240,DB0005,Moderate,1,15
DB1064,DB0792,Major,0,5
DB0330,DB0957,Moderate,1,135
DB1327,DB0124,Major,0,15
DB1037,DB0865,Moderate,1,1
DB1493,DB0150,Minor,2,1347
DB0766,DB0168,Moderate,1,36
DB0354,DB0555,Moderate,1,5
DB0287,DB0785,Moderate,1,14
DB1526,DB0991,Moderate,1,15
DB0337,DB1399,Moderate,1,7
DB1468,DB0312,Moderate,1,1347
DB0737,DB0489,Major,0,8
DB0021,DB1376,Moderate,1,35
DB0309,DB1268,Moderate,1,1
DB0425,DB1529,Moderate,1,2
DB0286,DB0501,Moderate,1,1
DB0912,DB0663,Moderate,1,137
DB0650,DB0267,Major,0,5
DB1175,DB0285,Major,0,127
DB0590,DB0428,Moderate,1,3
DB0472,DB1235,Moderate,1,5
DB0416,DB0884,Major,0,8
DB0981,DB1483,Moderate,1,1
DB0786,DB0791,Moderate,1,1
DB0692,DB1300,Moderate,1,1347
DB1112,DB0493,Moderate,1,4
DB0061,DB0213,Moderate,1,13
DB0309,DB1008,Major,0,15
DB0538,DB1302,Moderate,1,1
DB1485,DB0858,Moderate,1,7
DB0425,DB1543,Moderate,1,25
DB0789,DB0147,Moderate,1,5
DB1402,DB0813,Moderate,1,17
DB0824,DB1365,Moderate,1,237
DB1402,DB0309,Major,0,17
DB0914,DB0724,Moderate,1,78
DB0420,DB0320,Moderate,1,35
DB1458,DB0619,Moderate,1,5
DB1450,DB0476,Moderate,1,7
DB0425,DB0607,Moderate,1,27
DB1528,DB0176,Major,0,5
DB1376,DB1039,Moderate,1,35
DB0320,DB0000,Moderate,1,5
DB0909,DB1403,Major,0,5
DB0469,DB0526,Moderate,1,35
DB0010,DB0923,Moderate,1,13
DB0102,DB0901,Moderate,1,137
DB0477,DB0532,Moderate,1,1
DB1440,DB0014,Major,0,12
DB0425,DB0999,Major,0,2
DB0171,DB0267,Major,0,5
DB1175,DB0663,Major,0,1237
DB1306,DB1535,Moderate,1,5
DB0271,DB0663,Moderate,1,137
DB1327,DB0379,Major,0,58
DB0641,DB1085,Major,0,5
DB1466,DB0055,Moderate,1,35
DB0068,DB0643,Major,0,1
DB1346,DB0367,Minor,2,15
DB0416,DB0098,Moderate,1,8
DB1465,DB0704,Moderate,1,27
DB0430,DB1296,Moderate,1,17
DB0477,DB1089,Moderate,1,1
DB0304,DB0946,Minor,2,136
DB0590,DB0657,Major,0,13
DB1436,DB0626,Moderate,1,126
DB0889,DB1531,Moderate,1,6
DB1468,DB0161,Moderate,1,1347
DB1190,DB1394,Moderate,1,13478
DB1140,DB0102,Moderate,1,17
DB0287,DB1199,Moderate,1,1
DB0570,DB0141,Major,0,1
DB1346,DB0563,Moderate,1,5
DB0547,DB1313,Moderate,1,138
DB0492,DB0346,Major,0,5
DB0231,DB0275,Moderate,1,35
DB0824,DB1284,Moderate,1,37
DB0411,DB1117,Moderate,1,7
DB0099,DB0717,Moderate,1,7
DB1170,DB0709,Moderate,1,5
DB0982,DB0265,Moderate,1,1
DB0084,DB0704,Moderate,1,17
DB0983,DB0124,Moderate,1,1
DB0087,DB1022,Moderate,1,25
DB1513,DB1468,Moderate,1,1347
DB0930,DB0400,Moderate,1,1347
DB1532,DB1257,Major,0,57
DB0320,DB1352,Moderate,1,15
DB0823,DB0027,Minor,2,37
DB0763,DB1397,Major,0,5
DB1376,DB1401,Moderate,1,357
DB1309,DB0496,Moderate,1,2
DB0477,DB1327,Moderate,1,15
DB0744,DB1149,Moderate,1,15
DB0178,DB1003,Moderate,1,3
DB1369,DB0287,Moderate,1,1
DB0888,DB0936,Moderate,1,34
DB1501,DB1257,Major,0,5
DB0713,DB0765,Major,0,57
DB0302,DB0871,Moderate,1,1
DB0590,DB1403,Major,0,35
DB0092,DB1257,Moderate,1,56
DB0944,DB0209,Moderate,1,12
DB0149,DB1447,Moderate,1,1347
DB0232,DB1192,Moderate,1,14
DB0355,DB0470,Moderate,1,37
DB1528,DB0333,Moderate,1,8
DB0690,DB0001,Moderate,1,7
DB1026,DB0971,Moderate,1,15
DB0555,DB1376,Major,0,35
DB1190,DB1557,Minor,2,123478
DB0149,DB1278,Moderate,1,1347
DB1110,DB0034,Moderate,1,16
DB0328,DB0164,Moderate,1,2
DB0177,DB0942,Moderate,1,13
DB0303,DB0455,Moderate,1,5
DB0012,DB0278,Moderate,1,7
DB0195,DB0653,Moderate,1,5
DB1459,DB0946,Minor,2,136
DB0269,DB1040,Moderate,1,7
DB1518,DB1327,Major,0,15
DB0921,DB1093,Major,0,5
DB1055,DB1008,Major,0,15
DB0492,DB0526,Major,0,5
DB0452,DB1282,Major,0,5
DB1231,DB0872,Moderate,1,1
DB0379,DB0957,Moderate,1,58
DB1296,DB0512,Moderate,1,17
DB1120,DB0871,Minor,2,1
DB0776,DB0375,Major,0,5
DB0946,DB0767,Minor,2,1356
DB0774,DB0859,Major,0,3
DB0959,DB1468,Moderate,1,1347
DB0515,DB1050,Moderate,1,127
DB0695,DB1134,Moderate,1,8
DB0590,DB0080,Moderate,1,23
DB1437,DB1257,Moderate,1,5
DB0356,DB0840,Major,0,5
DB1534,DB0792,Moderate,1,5
DB0910,DB1359,Moderate,1,1
DB0309,DB0764,Major,0,1
DB1457,DB0168,Major,0,5
DB0227,DB1408,Moderate,1,7
DB0670,DB0088,Moderate,1,3
DB0299,DB1280,Moderate,1,17
DB0902,DB1023,Moderate,1,57
DB0986,DB0146,Moderate,1,1
DB0689,DB0220,Moderate,1,5
DB1456,DB1190,Moderate,1,13478
DB1001,DB0598,Minor,2,13
DB0490,DB0079,Moderate,1,25
DB1126,DB0513,Moderate,1,17
DB1470,DB0585,Major,0,13457
DB1468,DB1556,Minor,2,1347
DB0630,DB1129,Moderate,1,1
DB1290,DB0792,Moderate,1,5
DB1437,DB1180,Moderate,1,5
DB0946,DB0383,Minor,2,1356
DB0538,DB0367,Moderate,1,1
DB1242,DB1171,Moderate,1,5
DB1306,DB0626,Moderate,1,2
DB1103,DB1163,Moderate,1,5
DB1191,DB1545,Moderate,1,13478
DB0337,DB0391,Moderate,1,7
DB1154,DB1129,Moderate,1,1
DB0258,DB0019,Moderate,1,3
DB0801,DB0617,Moderate,1,57
DB1431,DB1468,Minor,2,12347
DB0171,DB0040,Moderate,1,15
DB0282,DB1478,Major,0,6
DB0701,DB0017,Moderate,1,17
DB0914,DB1210,Moderate,1,378
DB0195,DB0527,Moderate,1,5
DB1190,DB1280,Moderate,1,13478
DB1306,DB0469,Moderate,1,3
DB1537,DB0058,Moderate,1,5
DB0177,DB0802,Moderate,1,3
DB1056,DB0379,Moderate,1,18
DB1465,DB1261,Moderate,1,2
DB1478,DB0547,Moderate,1,38
DB0377,DB0133,Moderate,1,5
DB0515,DB1383,Moderate,1,127
DB0350,DB0016,Moderate,1,7
DB0121,DB1391,Moderate,1,37
DB0352,DB0451,Moderate,1,5
DB0107,DB0567,Major,0,5
DB0514,DB0430,Moderate,1,127
DB1002,DB0635,Moderate,1,8
DB0527,DB1354,Moderate,1,5
DB1421,DB0224,Moderate,1,7
DB0936,DB1449,Moderate,1,1348
DB0983,DB0346,Major,0,5
DB1200,DB0161,Moderate,1,1
DB0982,DB0829,Moderate,1,16
DB1210,DB0192,Major,0,1378
DB0589,DB0302,Minor,2,5
DB0141,DB1397,Moderate,1,5
DB0037,DB0074,Moderate,1,8
DB0369,DB1112,Minor,2,3
DB1437,DB0181,Moderate,1,5
DB0368,DB1397,Moderate,1,35
DB1025,DB0536,Moderate,1,6
DB1001,DB1294,Moderate,1,13
DB1528,DB0375,Moderate,1,5
DB0560,DB0201,Moderate,1,5
DB1148,DB0469,Moderate,1,38
DB1074,DB0809,Moderate,1,3
DB0290,DB0873,Moderate,1,1238
DB1351,DB1192,Moderate,1,14
DB0311,DB0012,Moderate,1,37
DB0547,DB0278,Moderate,1,378
DB0691,DB0988,Moderate,1,1347
DB1348,DB0661,Moderate,1,1
DB0983,DB0959,Moderate,1,1
DB0028,DB1475,Moderate,1,6
DB0421,DB0014,Moderate,1,123
DB1215,DB0470,Moderate,1,3
DB0088,DB0201,Moderate,1,5
DB1390,DB0737,Major,0,8
DB0149,DB0549,Moderate,1,13457
DB0320,DB1246,Moderate,1,5
DB1465,DB0749,Moderate,1,2
DB0168,DB0109,Moderate,1,2
DB0099,DB0698,Major,0,6
DB0042,DB0470,Moderate,1,3
DB0700,DB0653,Moderate,1,5
DB0831,DB0428,Moderate,1,4
DB0075,DB0008,Moderate,1,5
DB1008,DB1266,Moderate,1,5
DB0963,DB0018,Moderate,1,1
DB1306,DB0400,Moderate,1,1347
DB0507,DB0472,Minor,2,5
DB0196,DB0827,Moderate,1,1
DB0303,DB0469,Moderate,1,3
DB1468,DB1559,Minor,2,1347
DB0039,DB1326,Major,0,5
DB0330,DB1021,Moderate,1,13
DB0330,DB0974,Minor,2,13
DB0326,DB0626,Moderate,1,2
DB1112,DB0560,Moderate,1,5
DB0113,DB0893,Moderate,1,5
DB1251,DB0710,Moderate,1,15
DB0299,DB0703,Moderate,1,15
DB1527,DB0608,Moderate,1,5
DB1296,DB1102,Moderate,1,47
DB1314,DB0796,Moderate,1,5
DB1050,DB0399,Moderate,1,7
DB0971,DB0107,Moderate,1,5
DB0750,DB0004,Moderate,1,5
DB0852,DB0157,Moderate,1,5
DB1527,DB1490,Moderate,1,37
DB1046,DB0004,Moderate,1,5
DB0169,DB0368,Moderate,1,35
DB0888,DB0367,Minor,2,1
DB0457,DB1288,Major,0,5
DB0617,DB0473,Moderate,1,57
DB0884,DB0218,Moderate,1,2
DB0207,DB0669,Moderate,1,18
DB1095,DB0201,Major,0,15
DB1372,DB0627,Moderate,1,5
DB1156,DB0611,Minor,2,137
DB1468,DB0671,Moderate,1,1347
DB0601,DB1282,Moderate,1,5
DB1327,DB0478,Moderate,1,5
DB0187,DB1354,Moderate,1,137
DB0653,DB0821,Moderate,1,5
DB0339,DB0768,Moderate,1,5
DB1431,DB0075,Moderate,1,25
DB0149,DB0327,Moderate,1,1347
DB0614,DB1132,Moderate,1,28
DB0511,DB0864,Major,0,5
DB0987,DB1468,Moderate,1,1347
DB0738,DB0862,Major,0,8
DB0233,DB1449,Moderate,1,18
DB1327,DB0710,Moderate,1,5
DB1161,DB0559,Moderate,1,5
DB1215,DB1085,Major,0,5
DB0192,DB0749,Major,0,1
DB1376,DB0994,Minor,2,135
DB0778,DB0211,Moderate,1,1
DB0994,DB1008,Minor,2,15
DB0396,DB0217,Minor,2,13
DB0606,DB1053,Major,0,57
DB0914,DB0877,Moderate,1,7
DB0557,DB1008,Moderate,1,5
DB0613,DB0857,Moderate,1,6
DB1262,DB0504,Moderate,1,135
DB1325,DB0498,Moderate,1,12
DB0473,DB1293,Moderate,1,57
DB0514,DB0905,Moderate,1,127
DB0149,DB1169,Moderate,1,1347
DB0710,DB1280,Moderate,1,57
DB0337,DB1427,Major,0,7
DB1191,DB0267,Moderate,1,134578
DB0354,DB0569,Moderate,1,5
DB1437,DB0840,Major,0,5
DB1203,DB0380,Major,0,58
DB1128,DB0455,Moderate,1,5
DB0379,DB0765,Moderate,1,78
DB1212,DB0926,Moderate,1,1
DB0057,DB0825,Moderate,1,37
DB0774,DB1340,Moderate,1,13
DB1488,DB1490,Moderate,1,37
DB1103,DB0208,Moderate,1,15
DB0412,DB0771,Moderate,1,1
DB1090,DB0146,Major,0,1
DB0478,DB0358,Moderate,1,5
DB1010,DB0789,Moderate,1,5
DB0657,DB1397,Moderate,1,15
DB0110,DB0511,Major,0,5
DB1186,DB0793,Major,0,5
DB0793,DB1263,Major,0,5
DB0985,DB0578,Minor,2,25
DB0896,DB0185,Moderate,1,7
DB1206,DB1328,Moderate,1,1
DB1090,DB0774,Moderate,1,13
DB0075,DB1479,Major,0,5
DB0388,DB1558,Moderate,1,13
DB1214,DB0827,Moderate,1,1
DB0269,DB1374,Moderate,1,7
DB0692,DB1501,Moderate,1,1347
DB0691,DB0755,Minor,2,1347
DB0268,DB1103,Moderate,1,5
DB0302,DB1190,Major,0,13478
DB1023,DB1310,Moderate,1,5
DB1058,DB0201,Major,0,57
DB0064,DB0678,Major,0,6
DB0541,DB0529,Moderate,1,1
DB0330,DB0802,Major,0,13
DB1190,DB0034,Moderate,1,13478
DB1469,DB0097,Moderate,1,1347
DB1092,DB1100,Major,0,1
DB1461,DB0367,Moderate,1,1
DB1303,DB0029,Moderate,1,17
DB0959,DB0142,Moderate,1,1
DB1547,DB1019,Moderate,1,25
DB0937,DB1449,Minor,2,1348
DB0750,DB1090,Moderate,1,1
DB1468,DB0234,Moderate,1,1347
DB1306,DB0883,Moderate,1,7
DB0377,DB1154,Major,0,5
DB1317,DB0375,Moderate,1,15
DB0083,DB0001,Moderate,1,5
DB1209,DB0866,Minor,2,18
DB1007,DB1290,Moderate,1,5
DB0884,DB1149,Moderate,1,1
DB1236,DB1419,Major,0,5
DB0477,DB1123,Moderate,1,1
DB1172,DB0994,Major,0,1
DB1003,DB0080,Moderate,1,2
DB0334,DB1281,Moderate,1,15
DB0311,DB1482,Moderate,1,37
DB0264,DB1367,Moderate,1,15
DB0101,DB0727,Moderate,1,68
DB0782,DB1103,Moderate,1,15
DB0558,DB1087,Moderate,1,5
DB0916,DB0380,Major,0,48
DB1024,DB0149,Moderate,1,1347
DB0149,DB0302,Major,0,1347
DB0912,DB0661,Moderate,1,1
DB0303,DB1088,Moderate,1,5
DB1110,DB0472,Moderate,1,56
DB1537,DB1305,Moderate,1,56
DB0354,DB1518,Moderate,1,15
DB1001,DB0541,Moderate,1,1
DB0996,DB1487,Moderate,1,16
DB1005,DB0708,Moderate,1,5
DB1046,DB1093,Moderate,1,5
DB1296,DB0034,Moderate,1,17
DB1447,DB0034,Moderate,1,1
DB0234,DB1281,Moderate,1,1
DB0590,DB0839,Moderate,1,3
DB1529,DB0963,Moderate,1,1
DB1023,DB1301,Moderate,1,5
DB0302,DB1190,Major,0,13478
DB1423,DB0804,Moderate,1,7
DB1019,DB0765,Moderate,1,57
DB0348,DB1085,Moderate,1,5
DB0893,DB1514,Moderate,1,5
DB0376,DB1372,Moderate,1,5
DB0321,DB0796,Moderate,1,5
DB0568,DB1281,Moderate,1,1
DB0910,DB0332,Moderate,1,1
DB1145,DB0004,Major,0,5
DB0648,DB0357,Moderate,1,5
DB0232,DB0211,Moderate,1,1
DB0813,DB0505,Moderate,1,15
DB0444,DB1085,Major,0,5
DB0786,DB1268,Moderate,1,1
DB0616,DB0574,Major,0,2
DB0981,DB0688,Moderate,1,1
DB0590,DB1269,Moderate,1,3
DB1056,DB0690,Moderate,1,17
DB0049,DB0710,Moderate,1,35
DB1192,DB0821,Minor,2,14
DB1148,DB1228,Moderate,1,8
DB0229,DB0346,Moderate,1,5
DB1468,DB0492,Moderate,1,1347
DB1190,DB0208,Minor,2,13478
DB0457,DB1532,Moderate,1,7
DB0321,DB1288,Moderate,1,5
DB0698,DB0040,Moderate,1,16
DB0099,DB0299,Moderate,1,1
DB0064,DB1051,Moderate,1,7
DB1375,DB0667,Moderate,1,1
DB1440,DB0154,Major,0,2
DB0511,DB0333,Major,0,58
DB0306,DB1326,Major,0,5
DB0727,DB0137,Moderate,1,68
DB0282,DB0866,Moderate,1,168
DB0754,DB0510,Moderate,1,5
DB0346,DB0994,Major,0,15
DB0898,DB1367,Moderate,1,1
DB0989,DB0080,Moderate,1,2
DB1434,DB0691,Moderate,1,1347
DB0436,DB0871,Minor,2,1
DB0843,DB1281,Moderate,1,1
DB0178,DB1474,Moderate,1,3
DB0390,DB0186,Moderate,1,137
DB0992,DB0577,Moderate,1,2
DB0177,DB0234,Moderate,1,3
DB1241,DB0375,Major,0,15
DB1493,DB1076,Moderate,1,1
DB1044,DB0465,Moderate,1,4
DB1284,DB0375,Minor,2,5
DB1457,DB0078,Moderate,1,5
DB1457,DB0953,Moderate,1,135
DB0669,DB0035,Moderate,1,1
DB1296,DB1064,Moderate,1,57
DB1327,DB0792,Moderate,1,5
DB0386,DB0267,Major,0,5
DB1297,DB0738,Major,0,8
DB0233,DB1326,Major,0,5
DB0458,DB0161,Moderate,1,1
DB1550,DB1317,Minor,2,17
DB0843,DB0325,Moderate,1,1
DB1171,DB0792,Moderate,1,5
DB0050,DB0901,Moderate,1,37
DB1398,DB0842,Moderate,1,5
DB0936,DB0168,Major,0,34
DB0311,DB0313,Moderate,1,137
DB0889,DB1064,Major,0,56
DB0691,DB1501,Moderate,1,1347
DB0705,DB1257,Major,0,5
DB0614,DB0224,Moderate,1,28
DB0376,DB0654,Moderate,1,5
DB0744,DB1071,Moderate,1,5
DB0981,DB0551,Moderate,1,1
DB0669,DB1093,Major,0,5
DB0196,DB1458,Moderate,1,5
DB1224,DB0102,Moderate,1,1
DB0750,DB0512,Moderate,1,17
DB0691,DB1071,Moderate,1,1347
DB0712,DB0375,Major,0,25
DB0921,DB0848,Moderate,1,1
DB0963,DB0213,Moderate,1,13
DB1175,DB1154,Major,0,12
DB0902,DB0380,Major,0,578
DB0958,DB1526,Major,0,5
DB0610,DB1545,Moderate,1,37
DB0701,DB1438,Moderate,1,17
DB1238,DB1210,Moderate,1,378
DB0275,DB0795,Moderate,1,35
DB0517,DB0938,Moderate,1,5
DB0373,DB0110,Moderate,1,5
DB1398,DB0768,Moderate,1,5
DB1272,DB0300,Moderate,1,4
DB0692,DB0182,Moderate,1,1347
DB0149,DB0386,Moderate,1,1347
DB1419,DB0802,Moderate,1,5
DB0904,DB0739,Major,0,18
DB0185,DB0387,Moderate,1,7
DB1487,DB1339,Moderate,1,6
DB0005,DB0125,Major,0,5
DB0075,DB1528,Moderate,1,5
DB1303,DB0227,Moderate,1,17
DB0377,DB1453,Moderate,1,5
DB1470,DB0873,Moderate,1,123478
DB0470,DB0511,Moderate,1,35
DB1024,DB0079,Major,0,5
DB0965,DB1552,Moderate,1,3
DB1252,DB0177,Moderate,1,3
DB1138,DB1212,Moderate,1,17
DB1328,DB0176,Moderate,1,15
DB0275,DB0260,Moderate,1,3
DB0205,DB0471,Major,0,134
DB1536,DB0228,Moderate,1,5
DB1376,DB1452,Moderate,1,35
DB0275,DB0220,Moderate,1,35
DB0644,DB1180,Moderate,1,5
DB1474,DB1412,Moderate,1,4
DB0958,DB0759,Moderate,1,3
DB0330,DB1327,Major,0,135
DB1294,DB0646,Moderate,1,3
DB0666,DB0656,Moderate,1,15
DB1345,DB1122,Major,0,5
DB0530,DB0100,Major,0,3
DB0831,DB0470,Moderate,1,34
DB0177,DB0927,Moderate,1,3
DB1497,DB0029,Moderate,1,17
DB0446,DB1019,Moderate,1,357
DB0357,DB1426,Moderate,1,5
DB0795,DB1286,Major,0,15
DB0530,DB1401,Moderate,1,37
DB0029,DB1117,Moderate,1,7
DB1354,DB0609,Moderate,1,37
DB0594,DB0813,Major,0,14
DB0664,DB0153,Moderate,1,137
DB1190,DB0788,Moderate,1,134578
DB0689,DB1210,Moderate,1,378
DB0588,DB0092,Moderate,1,6
DB1147,DB0446,Moderate,1,378
DB0368,DB0336,Moderate,1,37
DB0166,DB1527,Moderate,1,2
DB0455,DB1389,Major,0,5
DB0666,DB0064,Moderate,1,5
DB1376,DB0775,Major,0,35
DB0150,DB1184,Minor,2,1347
DB1026,DB0979,Moderate,1,17
DB0269,DB1051,Moderate,1,7
DB1423,DB0829,Moderate,1,67
DB0782,DB1401,Moderate,1,17
DB0905,DB0660,Moderate,1,1
DB0605,DB0871,Minor,2,1
DB0904,DB1451,Moderate,1,1
DB0932,DB1088,Moderate,1,5
DB0298,DB1326,Major,0,25
DB1357,DB0211,Moderate,1,18
DB0778,DB0516,Moderate,1,127
DB1508,DB0709,Moderate,1,5
DB0570,DB0481,Moderate,1,1
DB0320,DB0566,Moderate,1,5
DB0304,DB0565,Moderate,1,1
DB0476,DB1175,Major,0,127
DB0920,DB0186,Moderate,1,1357
DB1478,DB1184,Moderate,1,1
DB1128,DB0931,Moderate,1,8
DB1095,DB0383,Major,0,15
DB1301,DB0215,Moderate,1,1
DB0981,DB1112,Major,0,1
DB1202,DB1367,Moderate,1,1
DB1055,DB0577,Moderate,1,12
DB1376,DB0857,Major,0,356
DB0624,DB1275,Major,0,2
DB0548,DB0477,Moderate,1,1
DB0957,DB0529,Moderate,1,15
DB1327,DB1302,Moderate,1,15
